"ID","TRAIN_COST_SCALED","TRAIN_TT_SCALED","SM_COST_SCALED","SM_TT_SCALED","CAR_CO_SCALED","CAR_TT_SCALED","CHOICE"
792,0.85,2.25,0.99,0.81,1.69,1.7,2
792,0.85,1.89,1.22,0.75,1.04,1.7,2
792,1.13,1.71,1.5,0.89,1.3,1.36,2
792,0.85,1.71,1.05,0.89,1.3,1.7,2
792,0.94,2.25,1.12,0.75,1.3,1.36,2
793,1.08,1.72,1.22,0.64,1.15,2.08,2
793,1.08,1.56,1.12,0.58,1.49,2.08,2
793,1.08,2.04,1.4,0.72,0.92,2.08,2
793,0.9,1.56,1.22,0.64,0.92,1.28,2
793,0.81,2.04,0.92,0.64,1.49,1.6,2
793,0.81,1.72,1.12,0.58,0.92,1.6,2
793,1.08,1.56,1.4,0.72,1.15,1.28,2
793,0.81,1.56,0.99,0.72,1.15,1.6,2
793,0.9,2.04,1.09,0.58,1.15,1.28,2
794,0.85,2,0.84,1.12,0.9,1.5,2
794,0.64,1.52,0.68,1.15,0.72,1.95,2
794,0.64,2,0.71,1.19,0.72,1.2,3
794,0.64,1.68,0.71,1.19,1.17,1.95,2
794,0.71,1.68,0.74,1.19,1.17,1.2,2
794,0.71,1.52,0.74,1.19,0.9,1.95,2
794,0.85,1.52,0.84,1.15,0.72,1.5,3
794,0.71,1.52,0.76,1.12,1.17,1.5,2
794,0.85,1.68,0.92,1.19,1.17,1.5,2
795,0.72,1.06,0.78,0.34,0.6,0.9,2
795,0.54,0.85,0.65,0.37,0.48,1.17,2
795,0.54,1.06,0.68,0.41,0.48,0.72,3
795,0.54,0.92,0.68,0.41,0.78,1.17,2
795,0.6,0.92,0.71,0.41,0.78,0.72,3
795,0.6,0.85,0.71,0.41,0.6,1.17,2
795,0.72,0.85,0.84,0.37,0.48,0.9,2
795,0.6,0.85,0.74,0.34,0.78,0.9,2
795,0.72,0.92,0.94,0.41,0.78,0.9,3
796,0.94,2.6,1.05,1.28,1.32,2.1,2
796,0.94,2.6,1.27,1.2,2.14,2.73,3
796,0.85,2.6,1.18,1.14,1.65,2.73,3
796,0.85,2.06,1.18,1.14,2.14,1.68,3
796,0.94,2.24,1.09,1.14,1.32,2.73,3
796,0.85,2.24,0.97,1.2,1.65,1.68,3
796,1.13,2.24,1.18,1.14,1.32,1.68,3
796,1.13,2.6,1.27,1.2,2.14,1.68,3
796,0.94,2.24,1.27,1.2,1.65,2.1,3
797,1.26,1.97,1.46,0.68,1.3,2.6,1
797,1.26,1.78,1.37,0.6,1.69,2.6,1
797,1.26,2.34,1.68,0.78,1.04,2.6,2
797,1.05,1.78,1.46,0.68,1.04,1.6,3
797,0.94,2.34,1.09,0.68,1.69,2,2
797,0.94,1.97,1.37,0.6,1.04,2,2
797,1.26,1.78,1.68,0.78,1.3,1.6,3
797,0.94,1.78,1.18,0.78,1.3,2,1
797,1.05,2.34,1.27,0.6,1.3,1.6,2
798,1.46,3.36,1.65,0.84,1.5,2.7,2
798,1.1,2.57,1.33,0.95,1.2,3.51,2
798,1.1,3.36,1.37,1.09,1.2,2.16,2
798,1.1,2.83,1.37,1.09,1.95,3.51,2
798,1.22,2.83,1.4,1.09,1.95,2.16,2
798,1.22,2.57,1.4,1.09,1.5,3.51,2
798,1.46,2.57,1.74,0.95,1.2,2.7,2
798,1.22,2.57,1.5,0.84,1.95,2.7,2
798,1.46,2.83,2.07,1.09,1.95,2.7,2
799,1.26,2.55,1.37,0.77,1.3,2,2
799,0.94,1.94,1.09,0.85,1.04,2.6,2
799,0.94,2.55,1.18,0.95,1.04,1.6,2
799,0.94,2.14,1.18,0.95,1.69,2.6,2
799,1.05,2.14,1.18,0.95,1.69,1.6,2
799,1.05,1.94,1.18,0.95,1.3,2.6,2
799,1.26,1.94,1.46,0.85,1.04,2,2
799,1.05,1.94,1.27,0.77,1.69,2,2
799,1.26,2.14,1.68,0.95,1.69,2,2
800,1.16,3.13,1.27,1.53,1.5,2,3
800,0.87,2.44,1.05,1.59,1.2,2.6,2
800,0.87,3.13,1.09,1.67,1.2,1.6,3
800,0.87,2.67,1.09,1.67,1.95,2.6,2
800,0.97,2.67,1.09,1.67,1.95,1.6,3
800,0.97,2.44,1.09,1.67,1.5,2.6,2
800,1.16,2.44,1.33,1.59,1.2,2,2
800,0.97,2.44,1.12,1.53,1.95,2,2
800,1.16,2.67,1.5,1.67,1.95,2,2
801,0.72,0.92,0.84,0.37,0.65,1.17,2
801,0.72,0.85,0.78,0.34,0.84,1.17,2
801,0.72,1.06,0.94,0.41,0.52,1.17,3
801,0.6,0.85,0.84,0.37,0.52,0.72,3
801,0.54,1.06,0.65,0.37,0.84,0.9,2
801,0.54,0.92,0.78,0.34,0.52,0.9,3
801,0.72,0.85,0.94,0.41,0.65,0.72,2
801,0.54,0.85,0.68,0.41,0.65,0.9,2
801,0.6,1.06,0.74,0.34,0.65,0.72,2
802,1.05,2.53,1.18,0.98,1.28,2.2,2
802,1.05,2.53,1.46,0.88,2.08,2.86,2
802,0.94,2.53,1.37,0.8,1.6,2.86,2
802,0.94,1.93,1.37,0.8,2.08,1.76,2
802,1.05,2.13,1.27,0.8,1.28,2.86,2
802,0.94,2.13,1.09,0.88,1.6,1.76,2
802,1.26,2.13,1.37,0.8,1.28,1.76,2
802,1.26,2.53,1.46,0.88,2.08,1.76,2
802,1.05,2.13,1.46,0.88,1.6,2.2,2
803,1.09,2.64,1.22,1.03,1.2,2,2
803,1.09,2.64,1.5,0.93,1.95,2.6,2
803,0.98,2.64,1.4,0.85,1.5,2.6,2
803,0.98,2.01,1.4,0.85,1.95,1.6,2
803,1.09,2.22,1.33,0.85,1.2,2.6,2
803,0.98,2.22,1.12,0.93,1.5,1.6,2
803,1.31,2.22,1.4,0.85,1.2,1.6,3
803,1.31,2.64,1.5,0.93,1.95,1.6,2
803,1.09,2.22,1.5,0.93,1.5,2,2
804,1.09,3.08,1.22,1.63,1.24,2.5,2
804,1.09,3.08,1.46,1.55,2.01,3.25,2
804,0.98,3.08,1.33,1.49,1.55,3.25,2
804,0.98,2.33,1.33,1.49,2.01,2,1
804,1.09,2.58,1.27,1.49,1.24,3.25,2
804,0.98,2.58,1.12,1.55,1.55,2,2
804,1.31,2.58,1.4,1.49,1.24,2,3
804,1.31,3.08,1.46,1.55,2.01,2,2
804,1.09,2.58,1.46,1.55,1.55,2.5,1
805,0.97,2.16,1.09,0.82,1,2,2
805,0.97,2.16,1.33,0.74,1.62,2.6,2
805,0.87,2.16,1.22,0.68,1.25,2.6,2
805,0.87,1.65,1.22,0.68,1.62,1.6,2
805,0.97,1.82,1.12,0.68,1,2.6,2
805,0.87,1.82,0.99,0.74,1.25,1.6,2
805,1.16,1.82,1.22,0.68,1,1.6,2
805,1.16,2.16,1.33,0.74,1.62,1.6,2
805,0.97,1.82,1.33,0.74,1.25,2,2
806,1.06,1.93,1.12,0.5,1.05,1.7,2
806,0.79,1.5,0.9,0.56,0.84,2.21,2
806,0.79,1.93,0.97,0.64,0.84,1.36,3
806,0.79,1.64,0.97,0.64,1.36,2.21,2
806,0.88,1.64,0.97,0.64,1.36,1.36,3
806,0.88,1.5,0.97,0.64,1.05,2.21,2
806,1.06,1.5,1.18,0.56,0.84,1.7,2
806,0.88,1.5,1.05,0.5,1.36,1.7,2
806,1.06,1.64,1.4,0.64,1.36,1.7,2
807,1.06,1.64,1.18,0.56,1.05,2.21,2
807,1.06,1.5,1.12,0.5,1.36,2.21,2
807,1.06,1.93,1.4,0.64,0.84,2.21,2
807,0.88,1.5,1.22,0.56,0.84,1.36,3
807,0.79,1.93,0.9,0.56,1.36,1.7,2
807,0.79,1.64,1.12,0.5,0.84,1.7,3
807,1.06,1.5,1.4,0.64,1.05,1.36,1
807,0.79,1.5,0.97,0.64,1.05,1.7,1
807,0.88,1.93,1.05,0.5,1.05,1.36,1
808,0.71,1.28,0.78,0.57,0.48,1,3
808,0.71,1.28,0.92,0.53,0.78,1.3,2
808,0.64,1.28,0.84,0.5,0.6,1.3,2
808,0.64,0.98,0.84,0.5,0.78,0.8,3
808,0.71,1.08,0.84,0.5,0.48,1.3,2
808,0.64,1.08,0.74,0.53,0.6,0.8,3
808,0.85,1.08,0.88,0.5,0.48,0.8,3
808,0.85,1.28,0.92,0.53,0.78,0.8,3
808,0.71,1.08,0.92,0.53,0.6,1,3
809,0.72,1.06,0.78,0.34,0.5,0.9,2
809,0.54,0.85,0.65,0.37,0.4,1.17,2
809,0.54,1.06,0.68,0.41,0.4,0.72,3
809,0.54,0.92,0.68,0.41,0.65,1.17,2
809,0.6,0.92,0.71,0.41,0.65,0.72,2
809,0.6,0.85,0.71,0.41,0.5,1.17,2
809,0.72,0.85,0.84,0.37,0.4,0.9,3
809,0.6,0.85,0.74,0.34,0.65,0.9,2
809,0.72,0.92,0.94,0.41,0.65,0.9,3
810,0.72,1.36,0.78,0.81,0.7,1.3,2
810,0.72,1.25,0.76,0.78,0.91,1.3,2
810,0.72,1.59,0.88,0.85,0.56,1.3,2
810,0.6,1.25,0.78,0.81,0.56,0.8,3
810,0.54,1.59,0.6,0.81,0.91,1,2
810,0.54,1.36,0.74,0.78,0.56,1,2
810,0.72,1.25,0.88,0.85,0.7,0.8,3
810,0.54,1.25,0.65,0.85,0.7,1,2
810,0.6,1.59,0.71,0.78,0.7,0.8,2
811,0.74,2.03,1.05,0.83,0.72,1.3,3
811,0.74,2.03,1.22,0.75,1.17,1.69,3
811,0.67,2.03,1.12,0.69,0.9,1.69,3
811,0.67,1.55,1.12,0.69,1.17,1.04,3
811,0.74,1.71,1.09,0.69,0.72,1.69,3
811,0.67,1.71,0.92,0.75,0.9,1.04,3
811,0.89,1.71,1.18,0.69,0.72,1.04,3
811,0.89,2.03,1.22,0.75,1.17,1.04,3
811,0.74,1.71,1.22,0.75,0.9,1.3,3
812,1.06,1.64,1.18,0.56,1.05,2.21,2
812,1.06,1.5,1.12,0.5,1.36,2.21,2
812,1.06,1.93,1.4,0.64,0.84,2.21,3
812,0.88,1.5,1.22,0.56,0.84,1.36,3
812,0.79,1.93,0.9,0.56,1.36,1.7,2
812,0.79,1.64,1.12,0.5,0.84,1.7,3
812,1.06,1.5,1.4,0.64,1.05,1.36,3
812,0.79,1.5,0.97,0.64,1.05,1.7,2
812,0.88,1.93,1.05,0.5,1.05,1.36,2
813,0.74,1.53,0.81,0.79,0.44,1.1,3
813,0.74,1.53,0.94,0.75,0.71,1.43,2
813,0.67,1.53,0.88,0.72,0.55,1.43,2
813,0.67,1.19,0.88,0.72,0.71,0.88,3
813,0.74,1.3,0.84,0.72,0.44,1.43,2
813,0.67,1.3,0.76,0.75,0.55,0.88,3
813,0.89,1.3,0.92,0.72,0.44,0.88,3
813,0.89,1.53,0.94,0.75,0.71,0.88,3
813,0.74,1.3,0.94,0.75,0.55,1.1,3
814,0.9,2.28,1.05,1.27,0.76,1.5,3
814,0.9,2.28,1.27,1.19,1.23,1.95,2
814,0.81,2.28,1.18,1.13,0.95,1.95,2
814,0.81,1.76,1.18,1.13,1.23,1.2,3
814,0.9,1.93,1.09,1.13,0.76,1.95,2
814,0.81,1.93,0.97,1.19,0.95,1.2,3
814,1.08,1.93,1.18,1.13,0.76,1.2,3
814,1.08,2.28,1.27,1.19,1.23,1.2,3
814,0.9,1.93,1.27,1.19,0.95,1.5,3
815,0.91,1.49,0.97,0.94,0.5,1.43,2
815,0.91,1.34,0.94,0.91,0.65,1.43,2
815,0.91,1.79,1.09,0.98,0.4,1.43,3
815,0.76,1.34,0.97,0.94,0.4,0.88,3
815,0.68,1.79,0.78,0.94,0.65,1.1,3
815,0.68,1.49,0.9,0.91,0.4,1.1,3
815,0.91,1.34,1.09,0.98,0.5,0.88,3
815,0.68,1.34,0.81,0.98,0.5,1.1,3
815,0.76,1.79,0.84,0.91,0.5,0.88,3
816,0.85,1.66,0.88,0.86,0.65,1,3
816,0.64,1.24,0.74,0.89,0.52,1.3,2
816,0.64,1.66,0.76,0.93,0.52,0.8,3
816,0.64,1.38,0.76,0.93,0.84,1.3,2
816,0.71,1.38,0.78,0.93,0.84,0.8,2
816,0.71,1.24,0.78,0.93,0.65,1.3,2
816,0.85,1.24,0.92,0.89,0.52,1,3
816,0.71,1.24,0.81,0.86,0.84,1,2
816,0.85,1.38,1.05,0.93,0.84,1,3
817,1.19,2.7,1.27,1.13,1.4,1.9,2
817,0.89,2.05,1.05,1.19,1.12,2.47,2
817,0.89,2.7,1.09,1.27,1.12,1.52,3
817,0.89,2.27,1.09,1.27,1.82,2.47,2
817,0.99,2.27,1.12,1.27,1.82,1.52,2
817,0.99,2.05,1.12,1.27,1.4,2.47,2
817,1.19,2.05,1.37,1.19,1.12,1.9,2
817,0.99,2.05,1.18,1.13,1.82,1.9,2
817,1.19,2.27,1.55,1.27,1.82,1.9,2
818,1.13,2.24,1.22,0.74,1.15,1.7,2
818,0.85,1.7,0.97,0.8,0.92,2.21,2
818,0.85,2.24,1.05,0.88,0.92,1.36,3
818,0.85,1.88,1.05,0.88,1.49,2.21,2
818,0.94,1.88,1.05,0.88,1.49,1.36,2
818,0.94,1.7,1.05,0.88,1.15,2.21,2
818,1.13,1.7,1.27,0.8,0.92,1.7,2
818,0.94,1.7,1.12,0.74,1.49,1.7,2
818,1.13,1.88,1.46,0.88,1.49,1.7,2
819,0.72,1.06,0.78,0.34,0.7,0.9,2
819,0.54,0.85,0.65,0.37,0.56,1.17,2
819,0.54,1.06,0.68,0.41,0.56,0.72,2
819,0.54,0.92,0.68,0.41,0.91,1.17,2
819,0.6,0.92,0.71,0.41,0.91,0.72,2
819,0.6,0.85,0.71,0.41,0.7,1.17,2
819,0.72,0.85,0.84,0.37,0.56,0.9,2
819,0.6,0.85,0.74,0.34,0.91,0.9,2
819,0.72,0.92,0.94,0.41,0.91,0.9,2
820,0.65,1.14,0.71,0.46,0.6,0.9,3
820,0.65,1.14,0.84,0.42,0.97,1.17,2
820,0.58,1.14,0.81,0.39,0.75,1.17,2
820,0.58,0.88,0.81,0.39,0.97,0.72,3
820,0.65,0.97,0.76,0.39,0.6,1.17,2
820,0.58,0.97,0.68,0.42,0.75,0.72,2
820,0.78,0.97,0.81,0.39,0.6,0.72,3
820,0.78,1.14,0.84,0.42,0.97,0.72,2
820,0.65,0.97,0.84,0.42,0.75,0.9,2
821,0.78,1,0.88,0.45,0.6,1.56,2
821,0.78,0.9,0.84,0.42,0.78,1.56,2
821,0.78,1.2,0.99,0.49,0.48,1.56,3
821,0.65,0.9,0.88,0.45,0.48,0.96,2
821,0.58,1.2,0.68,0.45,0.78,1.2,2
821,0.58,1,0.81,0.42,0.48,1.2,2
821,0.78,0.9,0.99,0.49,0.6,0.96,2
821,0.58,0.9,0.71,0.49,0.6,1.2,3
821,0.65,1.2,0.76,0.42,0.6,0.96,2
822,0.56,1.18,0.78,0.7,0.48,1,3
822,0.56,1.18,0.92,0.66,0.78,1.3,3
822,0.5,1.18,0.84,0.63,0.6,1.3,3
822,0.5,0.91,0.84,0.63,0.78,0.8,3
822,0.56,1,0.84,0.63,0.48,1.3,3
822,0.5,1,0.74,0.66,0.6,0.8,3
822,0.67,1,0.88,0.63,0.48,0.8,3
822,0.67,1.18,0.92,0.66,0.78,0.8,3
822,0.56,1,0.92,0.66,0.6,1,3
823,1.09,2.92,1.22,0.92,1.32,2.6,2
823,1.09,2.92,1.55,0.8,2.14,3.38,2
823,0.98,2.92,1.4,0.71,1.65,3.38,2
823,0.98,2.24,1.4,0.71,2.14,2.08,3
823,1.09,2.47,1.33,0.71,1.32,3.38,2
823,0.98,2.47,1.12,0.8,1.65,2.08,2
823,1.31,2.47,1.4,0.71,1.32,2.08,3
823,1.31,2.92,1.5,0.8,2.14,2.08,2
823,1.09,2.47,1.55,0.8,1.65,2.6,2
824,1.31,2.47,1.5,0.8,1.4,2.6,3
824,1.31,2.24,1.4,0.71,1.82,2.6,2
824,1.31,2.92,1.78,0.92,1.12,2.6,3
824,1.09,2.24,1.55,0.8,1.12,1.6,3
824,0.98,2.92,1.12,0.8,1.82,2,2
824,0.98,2.47,1.4,0.71,1.12,2,2
824,1.31,2.24,1.78,0.92,1.4,1.6,3
824,0.98,2.24,1.22,0.92,1.4,2,1
824,1.09,2.92,1.33,0.71,1.4,1.6,2
825,1.06,2.1,1.12,0.63,1.1,1.7,2
825,0.79,1.6,0.92,0.69,0.88,2.21,2
825,0.79,2.1,0.97,0.77,0.88,1.36,3
825,0.79,1.77,0.97,0.77,1.43,2.21,2
825,0.88,1.77,0.99,0.77,1.43,1.36,3
825,0.88,1.6,0.99,0.77,1.1,2.21,2
825,1.06,1.6,1.22,0.69,0.88,1.7,2
825,0.88,1.6,1.05,0.63,1.43,1.7,2
825,1.06,1.77,1.4,0.77,1.43,1.7,2
826,1.08,1.93,1.18,1.17,1.25,2.47,2
826,1.08,1.75,1.12,1.12,1.62,2.47,2
826,1.08,2.3,1.33,1.23,1,2.47,2
826,0.9,1.75,1.12,1.17,1,1.52,3
826,0.81,2.3,0.92,1.17,1.62,1.9,2
826,0.81,1.93,1.05,1.12,1,1.9,2
826,1.08,1.75,1.33,1.23,1.25,1.52,3
826,0.81,1.75,0.94,1.23,1.25,1.9,2
826,0.9,2.3,1.05,1.12,1.25,1.52,3
827,0.65,1.41,0.74,0.68,0.56,1.2,3
827,0.65,1.41,0.88,0.64,0.91,1.56,2
827,0.58,1.41,0.81,0.61,0.7,1.56,2
827,0.58,1.08,0.81,0.61,0.91,0.96,3
827,0.65,1.19,0.76,0.61,0.56,1.56,2
827,0.58,1.19,0.68,0.64,0.7,0.96,3
827,0.78,1.19,0.84,0.61,0.56,0.96,3
827,0.78,1.41,0.88,0.64,0.91,0.96,2
827,0.65,1.19,0.88,0.64,0.7,1.2,3
828,0.76,2,0.81,1.16,0.84,1.5,2
828,0.76,2,0.9,1.12,1.36,1.95,2
828,0.68,2,0.84,1.09,1.05,1.95,2
828,0.68,1.5,0.84,1.09,1.36,1.2,3
828,0.76,1.67,0.84,1.09,0.84,1.95,2
828,0.68,1.67,0.76,1.12,1.05,1.2,3
828,0.91,1.67,0.92,1.09,0.84,1.2,3
828,0.91,2,0.94,1.12,1.36,1.2,3
828,0.76,1.67,0.9,1.12,1.05,1.5,2
829,1.34,3.35,1.5,1.06,2.2,2.8,2
829,1.01,2.54,1.18,1.15,1.76,3.64,2
829,1.01,3.35,1.27,1.27,1.76,2.24,3
829,1.01,2.81,1.27,1.27,2.86,3.64,2
829,1.12,2.81,1.33,1.27,2.86,2.24,3
829,1.12,2.54,1.33,1.27,2.2,3.64,2
829,1.34,2.54,1.61,1.15,1.76,2.8,2
829,1.12,2.54,1.37,1.06,2.86,2.8,2
829,1.34,2.81,1.87,1.27,2.86,2.8,2
830,1.46,3.24,1.68,1.03,1.6,2.7,2
830,1.1,2.46,1.37,1.14,1.28,3.51,2
830,1.1,3.24,1.4,1.28,1.28,2.16,2
830,1.1,2.72,1.4,1.28,2.08,3.51,2
830,1.22,2.72,1.46,1.28,2.08,2.16,2
830,1.22,2.46,1.46,1.28,1.6,3.51,2
830,1.46,2.46,1.78,1.14,1.28,2.7,2
830,1.22,2.46,1.55,1.03,2.08,2.7,2
830,1.46,2.72,2.11,1.28,2.08,2.7,2
831,2.33,2.09,2.66,1.01,1.2,2.34,2
831,2.33,1.89,2.45,0.95,1.56,2.34,2
831,2.33,2.49,3.01,1.09,0.96,2.34,2
831,1.94,1.89,2.66,1.01,0.96,1.44,3
831,1.75,2.49,1.98,1.01,1.56,1.8,2
831,1.75,2.09,2.45,0.95,0.96,1.8,2
831,2.33,1.89,3.01,1.09,1.2,1.44,3
831,1.75,1.89,2.1,1.09,1.2,1.8,2
831,1.94,2.49,2.25,0.95,1.2,1.44,3
832,2.62,2.73,2.81,0.94,1.45,2.3,2
832,1.96,2.07,2.25,1.02,1.16,2.99,2
832,1.96,2.73,2.45,1.12,1.16,1.84,3
832,1.96,2.29,2.45,1.12,1.88,2.99,2
832,2.18,2.29,2.45,1.12,1.88,1.84,2
832,2.18,2.07,2.45,1.12,1.45,2.99,2
832,2.62,2.07,3.01,1.02,1.16,2.3,2
832,2.18,2.07,2.66,0.94,1.88,2.3,2
832,2.62,2.29,3.57,1.12,1.88,2.3,2
833,2.52,2,2.81,0.71,1.4,2.47,3
833,2.52,1.82,2.66,0.63,1.82,2.47,2
833,2.52,2.36,3.37,0.81,1.12,2.47,3
833,2.1,1.82,2.93,0.71,1.12,1.52,2
833,1.89,2.36,2.18,0.71,1.82,1.9,2
833,1.89,2,2.66,0.63,1.12,1.9,3
833,2.52,1.82,3.37,0.81,1.4,1.52,3
833,1.89,1.82,2.25,0.81,1.4,1.9,2
833,2.1,2.36,2.45,0.63,1.4,1.52,3
834,1.3,1.48,1.47,0.72,0.52,1,3
834,1.3,1.48,1.76,0.68,0.84,1.3,2
834,1.17,1.48,1.67,0.65,0.65,1.3,2
834,1.17,1.11,1.67,0.65,0.84,0.8,3
834,1.3,1.23,1.55,0.65,0.52,1.3,2
834,1.17,1.23,1.36,0.68,0.65,0.8,3
834,1.56,1.23,1.67,0.65,0.52,0.8,3
834,1.56,1.48,1.76,0.68,0.84,0.8,3
834,1.3,1.23,1.76,0.68,0.65,1,3
835,1.94,1.85,2.1,1.09,0.95,2.08,3
835,1.94,1.67,1.98,1.04,1.23,2.08,3
835,1.94,2.2,2.37,1.15,0.76,2.08,3
835,1.62,1.67,2.1,1.09,0.76,1.28,3
835,1.46,2.2,1.67,1.09,1.23,1.6,3
835,1.46,1.85,1.94,1.04,0.76,1.6,3
835,1.94,1.67,2.37,1.15,0.95,1.28,3
835,1.46,1.67,1.69,1.15,0.95,1.6,3
835,1.62,2.2,1.84,1.04,0.95,1.28,3
836,1.7,1.34,1.84,0.58,0.75,1.69,3
836,1.7,1.22,1.76,0.53,0.97,1.69,3
836,1.7,1.59,2.18,0.64,0.6,1.69,3
836,1.42,1.22,1.84,0.58,0.6,1.04,3
836,1.28,1.59,1.47,0.58,0.97,1.3,3
836,1.28,1.34,1.76,0.53,0.6,1.3,3
836,1.7,1.22,2.18,0.64,0.75,1.04,3
836,1.28,1.22,1.53,0.64,0.75,1.3,3
836,1.42,1.59,1.62,0.53,0.75,1.04,3
837,2.11,1.93,2.25,0.5,0.95,1.7,2
837,1.58,1.5,1.81,0.56,0.76,2.21,2
837,1.58,1.93,1.94,0.64,0.76,1.36,3
837,1.58,1.64,1.94,0.64,1.23,2.21,2
837,1.76,1.64,1.94,0.64,1.23,1.36,3
837,1.76,1.5,1.94,0.64,0.95,2.21,2
837,2.11,1.5,2.37,0.56,0.76,1.7,3
837,1.76,1.5,2.1,0.5,1.23,1.7,2
837,2.11,1.64,2.81,0.64,1.23,1.7,3
838,1.76,1.93,1.94,0.64,1.04,2,3
838,1.76,1.93,2.45,0.56,1.69,2.6,2
838,1.58,1.93,2.25,0.5,1.3,2.6,2
838,1.58,1.5,2.25,0.5,1.69,1.6,2
838,1.76,1.64,2.1,0.5,1.04,2.6,2
838,1.58,1.64,1.81,0.56,1.3,1.6,2
838,2.11,1.64,2.25,0.5,1.04,1.6,2
838,2.11,1.93,2.37,0.56,1.69,1.6,2
838,1.76,1.64,2.45,0.56,1.3,2,2
839,1.76,2.25,1.98,0.96,0.96,1.7,2
839,1.76,2.25,2.45,0.88,1.56,2.21,2
839,1.58,2.25,2.25,0.82,1.2,2.21,2
839,1.58,1.82,2.25,0.82,1.56,1.36,3
839,1.76,1.96,2.1,0.82,0.96,2.21,2
839,1.58,1.96,1.84,0.88,1.2,1.36,3
839,2.11,1.96,2.25,0.82,0.96,1.36,3
839,2.11,2.25,2.45,0.88,1.56,1.36,3
839,1.76,1.96,2.45,0.88,1.2,1.7,2
840,2.52,2.36,2.66,0.63,1.5,1.9,2
840,1.89,1.82,2.18,0.71,1.2,2.47,2
840,1.89,2.36,2.25,0.81,1.2,1.52,2
840,1.89,2,2.25,0.81,1.95,2.47,2
840,2.1,2,2.37,0.81,1.95,1.52,3
840,2.1,1.82,2.37,0.81,1.5,2.47,2
840,2.52,1.82,2.81,0.71,1.2,1.9,3
840,2.1,1.82,2.45,0.63,1.95,1.9,2
840,2.52,2,3.37,0.81,1.95,1.9,3
841,2.37,3.73,2.66,2.05,1.32,2.6,2
841,2.37,3.73,3.22,1.95,2.14,3.38,2
841,2.13,3.73,2.93,1.87,1.65,3.38,2
841,2.13,2.99,2.93,1.87,2.14,2.08,3
841,2.37,3.24,2.81,1.87,1.32,3.38,2
841,2.13,3.24,2.45,1.95,1.65,2.08,3
841,2.84,3.24,3.01,1.87,1.32,2.08,3
841,2.84,3.73,3.22,1.95,2.14,2.08,3
841,2.37,3.24,3.22,1.95,1.65,2.6,3
842,1.36,1.46,1.53,0.55,0.64,1.2,2
842,1.36,1.46,1.81,0.49,1.04,1.56,2
842,1.22,1.46,1.69,0.44,0.8,1.56,2
842,1.22,1.14,1.69,0.44,1.04,0.96,2
842,1.36,1.25,1.55,0.44,0.64,1.56,2
842,1.22,1.25,1.42,0.49,0.8,0.96,3
842,1.63,1.25,1.69,0.44,0.64,0.96,3
842,1.63,1.46,1.81,0.49,1.04,0.96,2
842,1.36,1.25,1.81,0.49,0.8,1.2,3
843,1.89,2.24,2.1,0.88,1.08,2,3
843,1.89,2.24,2.54,0.8,1.75,2.6,1
843,1.7,2.24,2.37,0.74,1.35,2.6,3
843,1.7,1.7,2.37,0.74,1.75,1.6,1
843,1.89,1.88,2.25,0.74,1.08,2.6,1
843,1.7,1.88,1.94,0.8,1.35,1.6,2
843,2.27,1.88,2.45,0.74,1.08,1.6,3
843,2.27,2.24,2.54,0.8,1.75,1.6,3
843,1.89,1.88,2.54,0.8,1.35,2,1
844,2.21,2.43,2.37,1.67,1.25,2.6,2
844,2.21,2.23,2.25,1.62,1.62,2.6,2
844,2.21,2.83,2.66,1.73,1,2.6,2
844,1.84,2.23,2.37,1.67,1,1.6,2
844,1.66,2.83,1.84,1.67,1.62,2,2
844,1.66,2.43,2.18,1.62,1,2,2
844,2.21,2.23,2.66,1.73,1.25,1.6,2
844,1.66,2.23,1.94,1.73,1.25,2,2
844,1.84,2.83,2.1,1.62,1.25,1.6,2
845,1.81,2.15,1.94,1.3,0.8,1.5,3
845,1.81,2.15,2.18,1.26,1.3,1.95,2
845,1.63,2.15,2.1,1.23,1,1.95,3
845,1.63,1.64,2.1,1.23,1.3,1.2,2
845,1.81,1.81,1.98,1.23,0.8,1.95,2
845,1.63,1.81,1.81,1.26,1,1.2,2
845,2.17,1.81,2.18,1.23,0.8,1.2,3
845,2.17,2.15,2.25,1.26,1.3,1.2,3
845,1.81,1.81,2.18,1.26,1,1.5,3
846,1.94,1.62,2.1,1.13,0.85,1.82,2
846,1.94,1.5,1.98,1.1,1.1,1.82,2
846,1.94,1.86,2.25,1.17,0.68,1.82,3
846,1.62,1.5,1.98,1.13,0.68,1.12,3
846,1.46,1.86,1.62,1.13,1.1,1.4,3
846,1.46,1.62,1.84,1.1,0.68,1.4,3
846,1.94,1.5,2.25,1.17,0.85,1.12,3
846,1.46,1.5,1.69,1.17,0.85,1.4,2
846,1.62,1.86,1.81,1.1,0.85,1.12,3
847,2.52,2.36,2.66,0.63,1.2,2.1,3
847,1.89,1.82,2.18,0.71,0.96,2.73,2
847,1.89,2.36,2.25,0.81,0.96,1.68,3
847,1.89,2,2.25,0.81,1.56,2.73,2
847,2.1,2,2.37,0.81,1.56,1.68,3
847,2.1,1.82,2.37,0.81,1.2,2.73,2
847,2.52,1.82,2.81,0.71,0.96,2.1,3
847,2.1,1.82,2.45,0.63,1.56,2.1,3
847,2.52,2,3.37,0.81,1.56,2.1,3
848,2.21,1.95,2.45,0.87,0.8,1.95,2
848,2.21,1.76,2.37,0.81,1.04,1.95,2
